time,input_voltage,el_power
874.01,10.0,1539.92286231601
875.01,10.0,1523.88241099994
876.01,10.0,1547.52128381819
877.01,10.0,1536.97849775916
878.01,10.0,1558.97974519685
879.01,10.0,1553.1564959794
880.01,10.0,1573.20479349035
881.01,10.0,1556.78909637593
882.01,10.0,1577.39429093834
883.0,10.0,1594.29115244152
884.0,10.0,1577.55536151397
885.0,10.0,1604.39106475553
886.0,10.0,1592.26529904357
887.0,10.0,1611.03850912419
888.0,10.0,1596.47380301651
889.0,10.0,1620.58242159844
890.0,10.0,1633.98442959237
891.0,10.0,1617.07106123841
892.0,10.0,1631.26194755314
893.0,10.0,1644.61615149667
893.99,10.0,1630.60701936101
894.99,10.0,1631.70518055322
895.99,10.0,1665.49495839847
896.99,10.0,1654.58432281016
897.99,10.0,1660.67450883823
898.99,10.0,1678.8718219661
899.99,10.0,1674.1791731756
900.99,10.0,1691.90532755797
901.99,10.0,1681.44573965575
902.99,10.0,1702.70032455739
903.99,10.0,1713.54769142011
904.98,10.0,1692.77656175528
905.98,10.0,1722.26363770209
906.98,10.0,1708.23856091282
907.98,10.0,1723.55156718144
908.98,10.0,1713.09816456037
909.98,10.0,1741.65397583639
910.98,10.0,1728.0043623732
911.98,10.0,1751.30946042217
912.98,10.0,1746.39413634439
913.98,10.0,1762.55834008128
914.98,10.0,1746.903446667
915.97,10.0,1768.87446091485
916.97,10.0,1784.33627815531
917.97,10.0,1764.3453204554
918.97,10.0,1792.27060930895
919.97,10.0,1776.85397706109
920.97,10.0,1802.18609860034
921.97,10.0,1789.28360412373
922.97,10.0,1822.25885442485
923.97,10.0,1812.56782790154
924.97,10.0,1829.35210623575
925.97,10.0,1821.79015232538
926.96,10.0,1849.13061652056
927.96,10.0,1832.70221402498
928.96,10.0,1835.80218493011
929.96,10.0,1871.6027401656
930.96,10.0,1851.10980585762
931.96,10.0,1873.99329883615
932.96,10.0,1858.29865127888
933.96,10.0,1890.97142789736
934.96,10.0,1871.26490662723
935.96,10.0,1893.21837921535
936.96,10.0,1885.81600265795
937.96,10.0,1906.40332783148
938.95,10.0,1892.522438963
939.95,10.0,1925.15165714742
940.95,10.0,1908.69188315652
941.95,10.0,1904.88400908738
942.95,10.0,1927.21831087998
943.95,10.0,1942.49355312884
944.95,10.0,1920.20563796505
945.95,10.0,1941.62211669966
946.95,10.0,1953.2790027691
947.95,10.0,1939.38941684733
948.95,10.0,1955.38862033675
949.94,10.0,1944.97445122459
950.94,10.0,1964.62663080467
951.94,10.0,1953.74411269657
952.94,10.0,1980.68374780153
953.94,10.0,1965.18356347086
954.94,10.0,1993.41233535506
955.94,10.0,1975.13467291933
956.94,10.0,2002.4813064149
957.94,10.0,2010.59079821072
958.94,10.0,1992.27812029559
959.94,10.0,2015.58237973761
960.93,10.0,2034.43351645948
961.93,10.0,2017.75833276145
962.93,10.0,2045.9643879707
963.93,10.0,2034.02903267799
964.93,10.0,2058.86616691806
965.93,10.0,2041.02459394511
966.93,10.0,2066.62417773176
967.93,10.0,2077.51309725153
968.93,10.0,2062.74260777919
969.93,10.0,2080.54530020035
970.93,10.0,2075.33253482191
971.92,10.0,2095.61091374376
972.92,10.0,2074.64600504349
973.92,10.0,2111.02232043062
974.92,10.0,2088.32343786618
975.92,10.0,2086.5350857733
976.92,10.0,2123.09369040363
977.92,10.0,2107.87384663119
978.92,10.0,2132.08276144425
979.92,10.0,2110.79739844879
980.92,10.0,2139.83395714081
981.92,10.0,2129.50979011189
982.91,10.0,2145.63870351685
983.91,10.0,2136.1859147217
984.91,10.0,2159.54231064694
985.91,10.0,2149.09196344356
986.91,10.0,2149.17513810846
987.91,10.0,2183.98110589674
988.91,10.0,2165.41794224725
989.91,10.0,2172.83741332034
990.91,10.0,2202.80397123987
991.91,10.0,2187.91955231208
992.91,10.0,2186.05511194493
993.9,10.0,2210.79069850828
994.9,10.0,2229.38774382201
995.9,10.0,2209.94323202583
996.9,10.0,2237.34185493428
997.9,10.0,2224.86117811323
998.9,10.0,2246.76514316977
999.9,10.0,2233.31886582203
1000.9,10.0,2262.20142886711
1001.9,10.0,2273.3317796496
1002.9,10.0,2255.67882001785
1003.9,10.0,2279.67201475946
1004.89,10.0,2272.10588635522
1005.89,10.0,2297.62669073478
1006.89,10.0,2280.78811437053
1007.89,10.0,2302.54786845626
1008.89,10.0,2308.88263995013
1009.89,10.0,2287.12493135305
1010.89,10.0,2325.54811089412
1011.89,10.0,2314.01483317232
1012.89,10.0,2304.87919056917
1013.89,10.0,2329.91795764632
1014.89,10.0,2340.5557975947
1015.88,10.0,2322.88165761066
1016.88,10.0,2340.71028779611
1017.88,10.0,2334.76740588251
1018.88,10.0,2361.08681740257
1019.88,10.0,2345.597208744
1020.88,10.0,2346.10067273109
1021.88,10.0,2378.2463789104
1022.88,10.0,2365.29128881194
1023.88,10.0,2366.70202766062
1024.88,10.0,2402.02866200637
1025.88,10.0,2393.8407480901
1026.87,10.0,2390.04376079238
1027.87,10.0,2419.50635908721
1028.87,10.0,2432.26974717355
1029.87,10.0,2408.98997641791
1030.87,10.0,2444.80955475698
1031.87,10.0,2430.53322771757
1032.87,10.0,2446.352942665
1033.87,10.0,2428.04650216446
1034.87,10.0,2460.71514939658
1035.87,10.0,2445.61335550376
1036.87,10.0,2467.90662002145
1037.87,10.0,2457.31656389777
1038.86,10.0,2475.40618709457
1039.86,10.0,2489.15568084765
1040.86,10.0,2462.43161547781
1041.86,10.0,2496.92490789004
1042.86,10.0,2470.52958949262
1043.86,10.0,2498.19679617236
1044.86,10.0,2481.19089088363
1045.86,10.0,2514.90126785857
1046.86,10.0,2493.13038403051
1047.86,10.0,2535.93962455828
1048.86,10.0,2507.96503041013
1049.85,10.0,2529.82746800043
1050.85,10.0,2520.58840471305
1051.85,10.0,2544.41369636418
1052.85,10.0,2531.34946961264
1053.85,10.0,2552.05571398701
1054.85,10.0,2538.39726962612
1055.85,10.0,2571.7520439291
1056.85,10.0,2557.13308992621
1057.85,10.0,2546.07669476094
1058.85,10.0,2579.11470939547
1059.85,10.0,2591.2480161156
1060.84,10.0,2571.96984214934
1061.84,10.0,2598.22690547402
1062.84,10.0,2592.51837696475
1063.84,10.0,2610.66226994387
1064.84,10.0,2595.388600024
1065.84,10.0,2631.50086871277
1066.84,10.0,2605.16308516003
1067.84,10.0,2606.21426977887
1068.84,10.0,2632.1334708437
1069.84,10.0,2612.11221773898
1070.84,10.0,2631.40396590548
1071.83,10.0,2623.93075322847
1072.83,10.0,2649.82225451068
1073.83,10.0,2631.69211174525
1074.83,10.0,2654.83425973571
1075.83,10.0,2674.55127810037
1076.83,10.0,2656.20466570215
1077.83,10.0,2647.18181136264
1078.83,10.0,2686.25281411299
1079.83,10.0,2671.60204639795
1080.83,10.0,2697.15906204581
1081.83,10.0,2681.53193408569
1082.82,10.0,2708.5760519347
1083.82,10.0,2693.24675963842
1084.82,10.0,2710.13224194591
1085.82,10.0,2727.84123777488
1086.82,10.0,2710.32496859597
1087.82,10.0,2706.843909438
1088.82,10.0,2738.44951350948
1089.82,10.0,2726.49524114724
1090.82,10.0,2747.65544582554
1091.82,10.0,2730.94236804547
1092.82,10.0,2764.42025852051
1093.81,10.0,2741.12713739069
1094.81,10.0,2759.18374173688
1095.81,10.0,2756.669915185
1096.81,10.0,2776.30220356923
1097.81,10.0,2758.39931947883
1098.81,10.0,2755.09113379527
1099.81,10.0,2793.93854361081
1100.81,10.0,2775.21575967344
1101.81,10.0,2772.24403515727
1102.81,10.0,2806.58048259231
1103.81,10.0,2794.97765721367
1104.8,10.0,2813.61232325272
1105.8,10.0,2807.53642279108
1106.8,10.0,2832.57272979348
1107.8,10.0,2815.32899537585
1108.8,10.0,2835.04035866275
1109.8,10.0,2855.52027553912
1110.8,10.0,2834.1733497711
1111.8,10.0,2832.82169059219
1112.8,10.0,2863.85290915298
1113.8,10.0,2848.13567556607
1114.8,10.0,2849.1273857185
1115.79,10.0,2875.00474541597
1116.79,10.0,2864.85651614509
1117.79,10.0,2885.53116135294
1118.79,10.0,2861.09312145144
1119.79,10.0,2890.77219919023
1120.79,10.0,2872.52207640661
1121.79,10.0,2899.46154678511
1122.79,10.0,2885.43050204368
1123.79,10.0,2910.60137687332
1124.79,10.0,2897.09858818611
1125.79,10.0,2918.07751027743
1126.78,10.0,2907.38134898277
1127.78,10.0,2932.2458224855
1128.78,10.0,2909.96247800774
1129.78,10.0,2942.7738969088
1130.78,10.0,2952.38638152207
1131.78,10.0,2925.21933894878
1132.78,10.0,2959.7218986738
1133.78,10.0,2933.07003243935
1134.78,10.0,2963.99429611686
1135.78,10.0,2945.13800339424
1136.78,10.0,2975.22904972495
1137.78,10.0,2955.54081275058
1138.77,10.0,2972.54251905473
1139.77,10.0,2984.01096114515
1140.77,10.0,2973.98007275059
1141.77,10.0,2988.3844773177
1142.77,10.0,2972.83871947226
1143.77,10.0,2996.10666242572
1144.77,10.0,2979.97171241523
1145.77,10.0,2981.80440379264
1146.77,10.0,3012.40531658133
1147.77,10.0,3034.07839456248
1148.77,10.0,3003.08272629716
1149.76,10.0,3028.41446095849
1150.76,10.0,3021.21004997516
1151.76,10.0,3041.03799535683
1152.76,10.0,3026.74489483538
1153.76,10.0,3051.9382067992
1154.76,10.0,3036.61150360724
1155.76,10.0,3062.20131476947
1156.76,10.0,3043.08517385795
1157.76,10.0,3079.29166206526
1158.76,10.0,3058.38379695554
1159.76,10.0,3084.42642532627
1160.75,10.0,3102.77180442657
1161.75,10.0,3081.1848470431
1162.75,10.0,3096.83582319506
1163.75,10.0,3079.89264523744
1164.75,10.0,3103.80801129588
1165.75,10.0,3083.64149339906
1166.75,10.0,3117.15489907961
1167.75,10.0,3102.16576649654
1168.75,10.0,3097.5605612521
1169.75,10.0,3122.11407488645
1170.75,10.0,3110.52591277909
1171.74,10.0,3141.93900692024
1172.74,10.0,3121.68626399237
1173.74,10.0,3147.83133047583
1174.74,10.0,3135.88627110137
1175.74,10.0,3162.66127852799
1176.74,10.0,3155.53896300528
1177.74,10.0,3179.32358079078
1178.74,10.0,3163.87162003308
1179.74,10.0,3206.74952944047
1180.74,10.0,3178.50756680532
1181.74,10.0,3212.99408364567
1182.73,10.0,3191.41003213343
1183.73,10.0,3196.69281559298
1184.73,10.0,3235.33226060733
1185.73,10.0,3200.18641380518
1186.73,10.0,3228.81103780251
1187.73,10.0,3205.0274773514
1188.73,10.0,3225.22361703877
1189.73,10.0,3202.55818104643
1190.73,10.0,3229.04896939509
1191.73,10.0,3204.70216300289
1192.73,10.0,3225.49085317463
1193.72,10.0,3201.26923762002
1194.72,10.0,3236.92642884386
1195.72,10.0,3212.15527524547
1196.72,10.0,3209.92154703976
1197.72,10.0,3233.97770420385
1198.72,10.0,3212.43308401686
1199.72,10.0,3227.9022528375
1200.72,10.0,3201.70436559108
1201.72,10.0,3228.27079882128
1202.72,10.0,3211.02009892909
1203.72,10.0,3227.63614597467
1204.71,10.0,3206.9383710442
1205.71,10.0,3223.64233332432
1206.71,10.0,3206.8827922131
1207.71,10.0,3206.41282845303
1208.71,10.0,3229.58047996149
1209.71,10.0,3203.2903178648
1210.71,10.0,3223.54948696059
1211.71,10.0,3206.87375665437
1212.71,10.0,3224.006076361
1213.71,10.0,3201.56847364172
1214.71,10.0,3231.44056785517
1215.7,10.0,3213.10024023524
1216.7,10.0,3203.80146773448
1217.7,10.0,3228.78136006813
1218.7,10.0,3236.87958977023
1219.7,10.0,3208.7537238252
1220.7,10.0,3230.59596119812
1221.7,10.0,3218.48704002745
1222.7,10.0,3240.34587583291
1223.7,10.0,3206.40219122806
1224.7,10.0,3236.5945539865
1225.7,10.0,3209.73752486722
1226.69,10.0,3220.58844312369
1227.69,10.0,3208.01694662674
1228.69,10.0,3229.0984815102
1229.69,10.0,3207.50734540008
1230.69,10.0,3202.05897955794
1231.69,10.0,3222.85797398628
1232.69,10.0,3231.6992662674
1233.69,10.0,3197.84078343344
1234.69,10.0,3226.93415748617
1235.69,10.0,3230.20961624018
1236.69,10.0,3206.88804950541
1237.69,10.0,3209.16353612051
1238.68,10.0,3232.91034701105
1239.68,10.0,3211.61137645613
1240.68,10.0,3231.80358972949
1241.68,10.0,3206.44217982339
1242.68,10.0,3235.2560857901
1243.68,10.0,3200.16296813387
1244.68,10.0,3232.28201660276
1245.68,10.0,3249.89121738983
1246.68,10.0,3207.80234418502
1247.68,10.0,3224.37885068905
1248.68,10.0,3201.48954661865
1249.67,10.0,3203.2781937861
1250.67,10.0,3179.39632404907
1251.67,10.0,3203.35491713063
1252.67,10.0,3181.0337865324
1253.67,10.0,3204.81237952037
1254.67,10.0,3184.47021986585
1255.67,10.0,3216.23034147786
1256.67,10.0,3194.28839590435
1257.67,10.0,3210.05143511924
1258.67,10.0,3195.49475239469
1259.67,10.0,3218.68377953462
1260.66,10.0,3198.17285263734
1261.66,10.0,3216.22346726115
1262.66,10.0,3198.31084955627
1263.66,10.0,3218.41026390347
1264.66,10.0,3196.3220434191
1265.66,10.0,3220.54030983305
1266.66,10.0,3192.55224524507
1267.66,10.0,3208.47939164605
1268.66,10.0,3189.18610083536
1269.66,10.0,3217.96911806494
1270.66,10.0,3191.8367038381
1271.65,10.0,3212.46851812834
1272.65,10.0,3191.98855549992
1273.65,10.0,3212.44023025638
1274.65,10.0,3191.67020472857
1275.65,10.0,3214.66870542477
1276.65,10.0,3191.71264985859
1277.65,10.0,3204.96853167083
1278.65,10.0,3190.17621880125
1279.65,10.0,3217.10112621977
1280.65,10.0,3188.18831636359
1281.65,10.0,3210.42845090841
1282.64,10.0,3221.64646126566
1283.64,10.0,3191.46620984963
1284.64,10.0,3209.11300828729
1285.64,10.0,3192.35721713434
1286.64,10.0,3216.57128547615
1287.64,10.0,3184.66346307487
1288.64,10.0,3212.35893742359
1289.64,10.0,3186.04205946207
1290.64,10.0,3207.93370732309
1291.64,10.0,3177.06794434022
1292.64,10.0,3208.62987420352
1293.63,10.0,3186.53097782695
1294.63,10.0,3201.05309152186
1295.63,10.0,3178.98537574961
1296.63,10.0,3209.85158130472
1297.63,10.0,3184.29983272253
1298.63,10.0,3201.42824116656
1299.63,10.0,3215.95057058734
1300.63,10.0,3188.97991202131
1301.63,10.0,3205.81840533689
1302.63,10.0,3186.55331082867
1303.63,10.0,3213.59322249129
1304.62,10.0,3181.06413631215
1305.62,10.0,3209.32904717085
1306.62,10.0,3183.14704895642
1307.62,10.0,3200.46518275187
1308.62,10.0,3174.44313086871
1309.62,10.0,3200.79368708723
1310.62,10.0,3210.73038581641
1311.62,10.0,3174.79071709572
1312.62,10.0,3199.30048144855
1313.62,10.0,3205.24404534884
1314.62,10.0,3179.14109858268
1315.61,10.0,3208.27259956848
1316.61,10.0,3187.94427865766
1317.61,10.0,3202.80138195351
1318.61,10.0,3183.77470179919
1319.61,10.0,3204.06102654842
1320.61,10.0,3185.38597290848
1321.61,10.0,3203.24415245082
1322.61,10.0,3184.37943397789
1323.61,10.0,3208.70929762351
1324.61,10.0,3183.52250773191
1325.61,10.0,3199.21703917909
1326.6,10.0,3182.04827079847
1327.6,10.0,3207.55999989262
1328.6,10.0,3172.58295252238
1329.6,10.0,3204.35267361149
1330.6,10.0,3180.42963557789
1331.6,10.0,3200.84050529625
1332.6,10.0,3182.66659319952
1333.6,10.0,3205.8270337648
1334.6,10.0,3183.87828996501
1335.6,10.0,3200.90000855229
1336.6,10.0,3185.08057081129
1337.6,10.0,3210.95774284139
1338.59,10.0,3183.80673736263
1339.59,10.0,3179.91543460716
1340.59,10.0,3210.7695573214
1341.59,10.0,3183.65329203869
1342.59,10.0,3207.23534122428
1343.59,10.0,3189.0219309487
1344.59,10.0,3216.65630983295
1345.59,10.0,3187.82957767168
1346.59,10.0,3207.87025920181
1347.59,10.0,3219.89910996288
1348.59,10.0,3182.81971034486
1349.58,10.0,3214.59989522675
1350.58,10.0,3195.6594701503
1351.58,10.0,3208.14065375019
1352.58,10.0,3185.04340353274
1353.58,10.0,3214.27029099611
1354.58,10.0,3192.64988877069
1355.58,10.0,3216.67320918423
1356.58,10.0,3196.74116462897
1357.58,10.0,3227.16505204687
1358.58,10.0,3198.45802117919
1359.58,10.0,3222.42622438504
1360.57,10.0,3207.21039575606
1361.57,10.0,3228.18845278848
1362.57,10.0,3203.45659486939
1363.57,10.0,3232.59300929752
1364.57,10.0,3214.51768884013
1365.57,10.0,3203.46545263629
1366.57,10.0,3237.37413831131
1367.57,10.0,3217.26997669339
1368.57,10.0,3239.18000046646
1369.57,10.0,3209.31610615457
1370.57,10.0,3229.61750309883
1371.56,10.0,3209.4783404749
1372.56,10.0,3231.03651299585
1373.56,10.0,3211.05827245863
1374.56,10.0,3243.43262687064
1375.56,10.0,3218.17299000609
1376.56,10.0,3212.35087596347
1377.56,10.0,3239.0590716016
1378.56,10.0,3215.19482640529
1379.56,10.0,3239.87643786407
1380.56,10.0,3223.63449368009
1381.56,10.0,3241.54899636891
1382.55,10.0,3212.63418579869
1383.55,10.0,3233.82524597688
1384.55,10.0,3243.81134760909
1385.55,10.0,3222.49857566241
1386.55,10.0,3208.57590531636
1387.55,10.0,3237.67058361137
1388.55,10.0,3217.32214056956
1389.55,10.0,3232.46215914344
1390.55,10.0,3213.54433560308
1391.55,10.0,3244.24050909592
1392.55,10.0,3209.66920119282
1393.54,10.0,3229.50685885215
1394.54,10.0,3240.80927356938
1395.54,10.0,3217.89147633727
1396.54,10.0,3241.43880814709
1397.54,10.0,3214.44112913504
1398.54,10.0,3246.61988939779
1399.54,10.0,3218.92452421942
1400.54,10.0,3237.31263638095
1401.54,10.0,3219.02786533822
1402.54,10.0,3239.33274495602
1403.54,10.0,3215.37156866463
1404.53,10.0,3234.96980618831
1405.53,10.0,3213.5318297839
1406.53,10.0,3230.72159573999
1407.53,10.0,3243.25782707353
1408.53,10.0,3217.37426171061
1409.53,10.0,3237.77836983298
1410.53,10.0,3212.69847138826
1411.53,10.0,3240.6812286213
1412.53,10.0,3215.37992434199
1413.53,10.0,3237.90342475319
1414.53,10.0,3223.40608130102
1415.52,10.0,3239.086462018
1416.52,10.0,3212.77239136092
1417.52,10.0,3241.59838957778
1418.52,10.0,3244.3128168048
1419.52,10.0,3216.10644927426
1420.52,10.0,3233.36284887853
1421.52,10.0,3225.52287853832
1422.52,10.0,3240.73685062984
1423.52,10.0,3218.02486522602
1424.52,10.0,3242.71883308003
1425.52,10.0,3225.12093877035
1426.51,10.0,3240.40403824697
1427.51,10.0,3209.59686236555
1428.51,10.0,3237.80504353038
1429.51,10.0,3213.52314137039
1430.51,10.0,3239.19762922993
1431.51,10.0,3217.55409188838
1432.51,10.0,3236.65892904628
1433.51,10.0,3218.44016557364
1434.51,10.0,3212.22304547558
1435.51,10.0,3247.99521358098
1436.51,10.0,3221.58881772346
1437.51,10.0,3241.57977534219
1438.5,10.0,3223.37206738856
1439.5,10.0,3247.109317072
1440.5,10.0,3222.11648543189
1441.5,10.0,3248.17301877303
1442.5,10.0,3220.39019804283
1443.5,10.0,3235.78094321885
1444.5,10.0,3215.0135180769
1445.5,10.0,3244.78351796925
1446.5,10.0,3223.68927564237
1447.5,10.0,3236.97039477043
1448.5,10.0,3215.74437038201
1449.49,10.0,3243.41267251909
1450.49,10.0,3211.7127787258
1451.49,10.0,3236.22223384243
1452.49,10.0,3222.88909536254
1453.49,10.0,3234.64501019103
1454.49,10.0,3209.7139958385
1455.49,10.0,3241.91559835396
1456.49,10.0,3218.64174697595
1457.49,10.0,3235.67908411243
1458.49,10.0,3214.24180002418
1459.49,10.0,3241.01845443345
1460.48,10.0,3214.76027578978
1461.48,10.0,3236.34355382316
1462.48,10.0,3217.83575349604
1463.48,10.0,3238.86985705164
1464.48,10.0,3216.58826114892
1465.48,10.0,3240.34874807022
1466.48,10.0,3242.07882382444
1467.48,10.0,3216.05308160849
1468.48,10.0,3232.89736814558
1469.48,10.0,3216.31179053995
1470.48,10.0,3240.41440263034
1471.47,10.0,3209.77230512647
1472.47,10.0,3240.38155050076
1473.47,10.0,3213.63188155692
1474.47,10.0,3230.11098418593
1475.47,10.0,3210.85018539307
1476.47,10.0,3234.28698979325
1477.47,10.0,3207.43375180899
1478.47,10.0,3238.89880893779
1479.47,10.0,3217.30227977719
1480.47,10.0,3238.56408101071
1481.47,10.0,3213.56532849321
1482.46,10.0,3242.46371957332
1483.46,10.0,3218.66576086123
1484.46,10.0,3237.26648047842
1485.46,10.0,3212.64315017413
1486.46,10.0,3242.49054189954
1487.46,10.0,3209.91524899817
1488.46,10.0,3204.93929309997
1489.46,10.0,3240.22357888634
1490.46,10.0,3216.44626417439
1491.46,10.0,3239.99543151786
1492.46,10.0,3215.20884164451
1493.45,10.0,3238.67567566756
1494.45,10.0,3212.11803774325
1495.45,10.0,3236.92100738322
1496.45,10.0,3219.81681522515
1497.45,10.0,3235.92223151486
1498.45,10.0,3213.65870980291
1499.45,10.0,3234.22383145669
1500.45,10.0,3213.34675811044
1501.45,10.0,3234.70910040882
1502.45,10.0,3209.48370564583
1503.45,10.0,3240.1740209925
1504.44,10.0,3222.42102482541
1505.44,10.0,3208.03749847477
1506.44,10.0,3233.16838780428
1507.44,10.0,3209.94193936177
1508.44,10.0,3224.99741746471
1509.44,10.0,3216.3442002529
1510.44,10.0,3236.54959150359
1511.44,10.0,3206.87564458869
1512.44,10.0,3235.54534084609
1513.44,10.0,3215.96579265373
1514.44,10.0,3240.62004634828
1515.43,10.0,3206.33967865136
1516.43,10.0,3235.58493825871
1517.43,10.0,3210.06883212858
1518.43,10.0,3232.43763928435
1519.43,10.0,3204.1084182666
1520.43,10.0,3234.05841294703
1521.43,10.0,3206.4010576897
1522.43,10.0,3226.20649137683
1523.43,10.0,3206.32140804159
1524.43,10.0,3224.96952796054
1525.43,10.0,3204.22806865622
1526.42,10.0,3232.58763333395
1527.42,10.0,3208.444142669
1528.42,10.0,3198.75289930176
1529.42,10.0,3222.78263841921
1530.42,10.0,3207.60095699208
1531.42,10.0,3229.53597312817
1532.42,10.0,3203.53635155193
1533.42,10.0,3225.78147324064
1534.42,10.0,3226.63222135249
1535.42,10.0,3207.30261655101
1536.42,10.0,3234.70266643898
1537.42,10.0,3209.39578950658
1538.41,10.0,3225.96523547861
1539.41,10.0,3203.58099217601
1540.41,10.0,3226.91757020873
1541.41,10.0,3229.93824508818
1542.41,10.0,3196.66826567453
1543.41,10.0,3224.67656199594
1544.41,10.0,3200.39478183416
1545.41,10.0,3228.55606772671
1546.41,10.0,3199.52662296694
1547.41,10.0,3227.11614129787
1548.41,10.0,3206.66296211768
1549.4,10.0,3197.07299958516
1550.4,10.0,3224.60221957364
1551.4,10.0,3196.32249979455
1552.4,10.0,3222.71397915964
1553.4,10.0,3203.4612311251
1554.4,10.0,3229.72347848699
1555.4,10.0,3199.13767960211
1556.4,10.0,3225.23317136313
1557.4,10.0,3204.24958358333
1558.4,10.0,3225.14292124079
1559.4,10.0,3200.75062407269
1560.39,10.0,3222.65634161505
1561.39,10.0,3209.10204112885
1562.39,10.0,3224.58409206726
1563.39,10.0,3194.42287047325
1564.39,10.0,3218.32285876102
1565.39,10.0,3225.98645863041
1566.39,10.0,3194.8718812619
1567.39,10.0,3221.89378170284
1568.39,10.0,3198.99200246154
1569.39,10.0,3214.49341817437
1570.39,10.0,3191.30487053638
1571.38,10.0,3221.48753606021
1572.38,10.0,3198.46419283709
1573.38,10.0,3193.54675468431
1574.38,10.0,3227.36407789394
1575.38,10.0,3201.19432618911
1576.38,10.0,3219.78399182429
1577.38,10.0,3193.80878093834
1578.38,10.0,3222.50631927891
1579.38,10.0,3189.02694907169
1580.38,10.0,3210.54331452069
1581.38,10.0,3222.80388751385
1582.37,10.0,3193.73935450565
1583.37,10.0,3212.75703584065
1584.37,10.0,3187.74915586759
1585.37,10.0,3214.17563455827
1586.37,10.0,3193.44631827402
1587.37,10.0,3209.25184289743
1588.37,10.0,3191.30941278316
1589.37,10.0,3216.00143668969
1590.37,10.0,3189.71602879301
1591.37,10.0,3218.18202687074
1592.37,10.0,3195.06891539586
1593.36,10.0,3210.51277316319
1594.36,10.0,3191.58065873872
1595.36,10.0,3214.91829665723
1596.36,10.0,3184.92397472423
1597.36,10.0,3216.30924552773
1598.36,10.0,3188.62925751194
1599.36,10.0,3211.76647826842
1600.36,10.0,3182.42957470646
1601.36,10.0,3211.65990763861
1602.36,10.0,3192.33466776334
1603.36,10.0,3211.21359390277
1604.35,10.0,3187.23752940736
1605.35,10.0,3213.09986871077
1606.35,10.0,3193.49971939322
1607.35,10.0,3183.10070509619
1608.35,10.0,3206.3166489774
1609.35,10.0,3183.30354625227
1610.35,10.0,3171.63902859603
1611.35,10.0,3219.60193421586
1612.35,10.0,3183.43936935503
1613.35,10.0,3234.1614902908
1614.35,10.0,3185.27232286332
1615.34,10.0,3216.23635028624
1616.34,10.0,3189.76828598016
1617.34,10.0,3208.21586757508
1618.34,10.0,3181.81720220085
1619.34,10.0,3209.16584624523
1620.34,10.0,3178.35634475097
1621.34,10.0,3199.72025529717
1622.34,10.0,3184.06743469677
1623.34,10.0,3200.84739501512
1624.34,10.0,3180.77581501042
1625.34,10.0,3199.70592333581
1626.33,10.0,3187.46613805054
1627.33,10.0,3213.41001355549
1628.33,10.0,3183.50086400846
1629.33,10.0,3214.96137909231
1630.33,10.0,3187.8279978317
1631.33,10.0,3203.96695458995
1632.33,10.0,3218.31857207867
1633.33,10.0,3188.69286636177
1634.33,10.0,3209.16393903164
1635.33,10.0,3193.57646814719
1636.33,10.0,3211.2040231337
1637.33,10.0,3185.31415893606
1638.32,10.0,3205.10033873178
1639.32,10.0,3217.52430347569
1640.32,10.0,3190.95472071795
1641.32,10.0,3184.67355131048
1642.32,10.0,3203.00708373516
