time,input_voltage,el_power,input_voltage_ex_20.csv,el_power_ex_20.csv,input_voltage_ex_21.csv,el_power_ex_21.csv,input_voltage_ex_24.csv,el_power_ex_24.csv,input_voltage_ex_9.csv,el_power_ex_9.csv,input_voltage_ex_23.csv,el_power_ex_23.csv
874.0,,,,,,,3.0,1226.14787242933,,,3.0,1125.609470546608
875.0,,,,,,,3.0,1147.55441689461,,,3.0,1125.7715415276216
876.0,,,,,,,3.0,1232.75005772464,,,3.0,1125.9336125086354
877.0,,,,,,,3.0,1231.777076184336,,,3.0,1126.095683489649
878.0,,,,,,,3.0,1230.804094644032,,,3.0,1126.2577544706626
879.0,,,,,,,3.0,1229.8311131037278,,,3.0,1126.4198254516764
880.0,,,,,,,3.0,1228.8581315634237,,,3.0,1126.58189643269
881.0,,,,,,,3.0,1227.8851500231196,,,3.0,1126.7439674137038
882.0,,,,,,,3.0,1226.9121684828156,,,3.0,1126.9060383947174
883.0,,,,,,,3.0,1225.9391869425115,,,3.0,1127.0681093757312
884.0,,,,,,,3.0,1224.9662054022074,,,3.0,1127.2301803567448
885.0,,,,,,,3.0,1223.9932238619033,,,3.0,1127.3922513377586
886.0,,,,,,,3.0,1223.0202423215992,,,3.0,1127.5543223187722
887.0,,,,,,,3.0,1222.047260781295,,,3.0,1127.7163932997858
888.0,,,,,,,3.0,1221.074279240991,,,3.0,1127.8784642807996
889.0,,,,,,,3.0,1220.101297700687,,,3.0,1128.0405352618131
890.0,,,,,,,3.0,1219.1283161603828,,,3.0,1128.202606242827
891.0,,,,,,,3.0,1218.1553346200787,,,3.0,1128.3646772238405
892.0,,,,,,,3.0,1217.1823530797747,,,3.0,1128.5267482048544
893.0,,,,,,,3.0,1216.2093715394706,,,3.0,1128.688819185868
894.0,,,,,,,3.0,1215.2363899991665,,,3.0,1128.8508901668815
895.0,,,,,,,3.0,1214.2634084588624,,,3.0,1129.0129611478953
896.0,,,,,,,3.0,1213.2904269185583,,,3.0,1129.175032128909
897.0,,,,,,,3.0,1212.3174453782542,,,3.0,1129.3371031099227
898.0,,,,,,,3.0,1211.3444638379501,,,3.0,1129.4991740909363
899.0,,,,,,,3.0,1210.371482297646,,,3.0,1129.6612450719501
900.0,,,,,,,3.0,1209.398500757342,,,3.0,1129.8233160529637
901.0,,,,,,,3.0,1208.4255192170378,,,3.0,1129.9853870339775
902.0,,,,,,,3.0,1207.4525376767338,,,3.0,1130.1474580149911
903.0,,,,,,,3.0,1206.4795561364297,,,3.0,1130.3095289960047
904.0,,,,,,,3.0,1205.5065745961256,,,3.0,1130.4715999770185
905.0,,,,,,,3.0,1204.5335930558215,,,3.0,1130.633670958032
906.0,,,,,,,3.0,1203.5606115155174,,,3.0,1130.795741939046
907.0,,,,,,,3.0,1202.5876299752133,,,3.0,1130.9578129200595
908.0,,,,,,,3.0,1201.6146484349092,,,3.0,1131.1198839010733
909.0,,,,,,,3.0,1200.6416668946051,,,3.0,1131.281954882087
910.0,,,,,,,3.0,1199.668685354301,,,3.0,1131.4440258631005
911.0,,,,,,,3.0,1198.695703813997,,,3.0,1131.6060968441143
912.0,,,,,,,3.0,1197.7227222736929,,,3.0,1131.7681678251279
913.0,,,,,,,3.0,1196.7497407333888,,,3.0,1131.9302388061417
914.0,,,,,,,3.0,1195.7767591930847,,,3.0,1132.0923097871553
915.0,,,,,,,3.0,1194.8037776527806,,,3.0,1132.254380768169
916.0,,,,,,,3.0,1193.8307961124765,,,3.0,1132.4164517491827
917.0,,,,,,,3.0,1192.8578145721724,,,3.0,1132.5785227301965
918.0,,,,,,,3.0,1191.8848330318683,,,3.0,1132.74059371121
919.0,,,,,,,3.0,1190.9118514915642,,,3.0,1132.7033000095737
920.0,,,,,,,3.0,1189.9388699512601,,,3.0,1132.666006307937
921.0,,,,,,,3.0,1188.965888410956,,,3.0,1132.6287126063007
922.0,,,,,,,3.0,1187.992906870652,,,3.0,1132.5914189046641
923.0,,,,,,,3.0,1187.019925330348,,,3.0,1132.5541252030278
924.0,,,,,,,3.0,1186.0469437900438,,,3.0,1132.5168315013914
925.0,,,,,,,3.0,1185.07396224974,,,3.0,1132.4795377997548
926.0,,,,,,,3.0,1184.1009807094358,,,3.0,1132.4422440981184
927.0,,,,,,,3.0,1183.1279991691317,,,3.0,1132.4049503964818
928.0,,,,,,,3.0,1182.1550176288276,,,3.0,1132.3676566948454
929.0,,,,,,,3.0,1181.1820360885235,,,3.0,1132.330362993209
930.0,,,,,,,3.0,1180.2090545482195,,,3.0,1132.2930692915725
931.0,,,,,,,3.0,1179.2360730079154,,,3.0,1132.255775589936
932.0,,,,,,,3.0,1178.2630914676113,,,3.0,1132.2184818882995
933.0,,,,,,,3.0,1177.2901099273072,,,3.0,1132.1811881866631
934.0,,,,,,,3.0,1176.317128387003,,,3.0,1132.1438944850267
935.0,,,,,,,3.0,1175.344146846699,,,3.0,1132.1066007833901
936.0,,,,,,,3.0,1174.371165306395,,,3.0,1132.0693070817538
937.0,,,,,,,3.0,1173.3981837660908,,,3.0,1132.0320133801172
938.0,,,,,,,3.0,1172.4252022257867,,,3.0,1131.9947196784808
939.0,,,,,,,3.0,1171.4522206854826,,,3.0,1131.9574259768444
940.0,,,,,,,3.0,1170.4792391451786,,,3.0,1131.9201322752078
941.0,,,,,,,3.0,1169.5062576048745,,,3.0,1131.8828385735715
942.0,,,,,,,3.0,1168.5332760645704,,,3.0,1131.8455448719349
943.0,,,,,,,3.0,1167.5602945242663,,,3.0,1131.8082511702985
944.0,,,,,,,3.0,1166.5873129839622,,,3.0,1131.7709574686621
945.0,,,,,,,3.0,1165.614331443658,,,3.0,1131.7336637670255
946.0,,,,,,,3.0,1164.641349903354,,,3.0,1131.6963700653891
947.0,,,,,,,3.0,1163.66836836305,,,3.0,1131.6590763637525
948.0,,,,,,,3.0,1162.6953868227458,,,3.0,1131.6217826621162
949.0,,,,,,,3.0,1161.7224052824417,,,3.0,1131.5844889604798
950.0,,,,,,,3.0,1160.7494237421377,,,3.0,1131.5471952588432
951.0,,,,,,,3.0,1159.7764422018336,,,3.0,1131.5099015572068
952.0,,,,,,,3.0,1158.8034606615295,,,3.0,1131.4726078555702
953.0,,,,,,,3.0,1157.8304791212254,,,3.0,1131.4353141539339
954.0,,,,,,,3.0,1156.8574975809213,,,3.0,1131.3980204522975
955.0,,,,,,,3.0,1155.8845160406172,,,3.0,1131.360726750661
956.0,,,,,,,3.0,1154.911534500313,,,3.0,1131.3234330490245
957.0,,,,,,,3.0,1153.938552960009,,,3.0,1131.286139347388
958.0,,,,,,,3.0,1152.965571419705,,,3.0,1131.2488456457515
959.0,,,,,,,3.0,1151.9925898794008,,,3.0,1131.211551944115
960.0,,,,,,,3.0,1151.0196083390967,,,3.0,1131.1742582424786
961.0,,,,,,,3.0,1150.0466267987927,,,3.0,1131.1369645408422
962.0,,,,,,,3.0,1149.0736452584886,,,3.0,1131.0996708392056
963.0,,,,,,,3.0,1148.1006637181845,,,3.0,1131.0623771375692
964.0,,,,,,,3.0,1147.1276821778804,,,3.0,1131.0250834359326
965.0,,,,,,,3.0,1146.1547006375763,,,3.0,1130.9877897342963
966.0,,,,,,,3.0,1145.1817190972722,,,3.0,1130.9504960326599
967.0,,,,,,,3.0,1144.2087375569681,,,3.0,1130.9132023310233
968.0,,,,,,,3.0,1143.235756016664,,,3.0,1130.875908629387
969.0,,,,,,,3.0,1142.26277447636,,,3.0,1130.8386149277503
970.0,,,,,,,3.0,1142.4712374880864,,,3.0,1130.801321226114
971.0,,,,,,,3.0,1142.6797004998127,,,3.0,1130.7640275244776
972.0,,,,,,,3.0,1142.8881635115392,,,3.0,1130.726733822841
973.0,,,,,,,3.0,1143.0966265232655,,,3.0,1130.6894401212046
974.0,,,,,,,3.0,1143.305089534992,,,3.0,1130.652146419568
975.0,,,,,,,3.0,1143.5135525467185,,,3.0,1130.6148527179316
976.0,,,,,,,3.0,1143.7220155584448,,,3.0,1130.5775590162953
977.0,,,,,,,3.0,1143.9304785701713,,,3.0,1130.5402653146587
978.0,,,,,,,3.0,1144.1389415818976,,,3.0,1130.5029716130223
979.0,,,,,,,3.0,1144.347404593624,,,3.0,1130.4656779113857
980.0,,,,,,,3.0,1144.5558676053504,,,3.0,1130.4283842097493
981.0,,,,,,,3.0,1144.764330617077,,,3.0,1130.391090508113
982.0,,,,,,,3.0,1144.9727936288034,,,3.0,1130.3537968064763
983.0,,,,,,,3.0,1145.1812566405297,,,3.0,1130.31650310484
984.0,,,,,,,3.0,1145.3897196522562,,,3.0,1130.2792094032034
985.0,,,,,,,3.0,1145.5981826639825,,,3.0,1130.241915701567
986.0,,,,,,,3.0,1145.806645675709,,,3.0,1130.2046219999306
987.0,,,,,,,3.0,1146.0151086874355,,,3.0,1130.167328298294
988.0,,,,,,,3.0,1146.2235716991618,,,3.0,1130.1300345966577
989.0,,,,,,,3.0,1146.4320347108883,,,3.0,1130.092740895021
990.0,,,,,,,3.0,1146.6404977226146,,,3.0,1130.0554471933847
991.0,,,,,,,3.0,1146.848960734341,,,3.0,1130.0181534917483
992.0,,,,,,,3.0,1147.0574237460676,,,3.0,1129.9808597901117
993.0,,,,,,,3.0,1147.2658867577939,,,3.0,1129.9435660884753
994.0,,,,,,,3.0,1147.4743497695204,,,3.0,1129.9062723868387
995.0,,,,,,,3.0,1147.6828127812466,,,3.0,1129.8689786852024
996.0,,,,,,,3.0,1147.8912757929731,,,3.0,1129.831684983566
997.0,,,,,,,3.0,1148.0997388046997,,,3.0,1129.7943912819294
998.0,,,,,,,3.0,1148.308201816426,,,3.0,1129.757097580293
999.0,,,,,,,3.0,1148.5166648281524,,,3.0,1129.7198038786564
1000.0,,,,,,,3.0,1148.7251278398787,,,3.0,1129.68251017702
1001.0,,,,,,,3.0,1148.9335908516052,,,3.0,1220.72286886204
1002.0,,,,,,,3.0,1149.1420538633315,,,3.0,1218.432076395498
1003.0,,,,,,,3.0,1149.350516875058,,,3.0,1216.141283928956
1004.0,,,,,,,3.0,1149.5589798867845,,,3.0,1213.8504914624139
1005.0,,,,,,,3.0,1149.7674428985108,,,3.0,1211.559698995872
1006.0,,,,,,,3.0,1149.9759059102373,,,3.0,1209.2689065293298
1007.0,,,,,,,3.0,1150.1843689219636,,,3.0,1206.9781140627879
1008.0,,,,,,,3.0,1150.39283193369,,,3.0,1204.6873215962457
1009.0,,,,,,,3.0,1151.6815820893428,,,3.0,1202.3965291297036
1010.0,,,,,,,3.0,1152.9703322449955,,,3.0,1200.1057366631617
1011.0,,,,,,,3.0,1154.2590824006484,,,3.0,1197.8149441966195
1012.0,,,,,,,3.0,1155.547832556301,,,3.0,1195.5241517300776
1013.0,,,,,,,3.0,1156.8365827119537,,,3.0,1193.2333592635355
1014.0,,,,,,,3.0,1158.1253328676064,,,3.0,1190.9425667969936
1015.0,,,,,,,3.0,1159.414083023259,,,3.0,1188.6517743304514
1016.0,,,,,,,3.0,1160.702833178912,,,3.0,1186.3609818639093
1017.0,,,,,,,3.0,1161.9915833345647,,,3.0,1184.0701893973674
1018.0,,,,,,,3.0,1163.2803334902173,,,3.0,1181.7793969308252
1019.0,,,,,,,3.0,1164.56908364587,,,3.0,1179.4886044642833
1020.0,,,,,,,3.0,1165.8578338015227,,,3.0,1177.1978119977412
1021.0,,,,,3.0,1197.06814112138,3.0,1167.1465839571756,,,3.0,1174.9070195311992
1022.0,,,,,3.0,1196.9332640537684,3.0,1168.4353341128283,,,3.0,1172.616227064657
1023.0,,,,,3.0,1196.7983869861566,3.0,1169.724084268481,,,3.0,1170.325434598115
1024.0,,,,,3.0,1196.663509918545,3.0,1171.0128344241336,,,3.0,1168.034642131573
1025.0,,,,,3.0,1196.5286328509335,3.0,1172.3015845797863,,,3.0,1165.743849665031
1026.0,,,,,3.0,1196.3937557833217,3.0,1173.5903347354392,,,3.0,1163.453057198489
1027.0,,,,,3.0,1196.2588787157101,3.0,1174.879084891092,,,3.0,1161.1622647319468
1028.0,,,,,3.0,1196.1240016480986,3.0,1176.1678350467446,,,3.0,1158.871472265405
1029.0,,,,,3.0,1195.989124580487,3.0,1177.4565852023973,,,3.0,1156.5806797988628
1030.0,,,,,3.0,1195.8542475128752,3.0,1178.74533535805,,,3.0,1154.2898873323206
1031.0,,,,,3.0,1195.7193704452636,3.0,1180.0340855137028,,,3.0,1151.9990948657787
1032.0,,,,,3.0,1195.584493377652,3.0,1181.3228356693555,,,3.0,1149.7083023992366
1033.0,,,,,3.0,1195.4496163100403,3.0,1182.6115858250082,,,3.0,1147.4175099326947
1034.0,,,,,3.0,1195.3147392424287,3.0,1183.9003359806609,,,3.0,1145.1267174661525
1035.0,,,,,3.0,1195.1798621748171,3.0,1185.1890861363136,,,3.0,1142.8359249996106
1036.0,,,,,3.0,1195.0449851072053,3.0,1186.4778362919665,,,3.0,1140.5451325330685
1037.0,,,,,3.0,1194.9101080395938,3.0,1187.7665864476191,,,3.0,1138.2543400665265
1038.0,,,,,3.0,1194.7752309719822,3.0,1189.0553366032718,,,3.0,1135.9635475999844
1039.0,,,,,3.0,1194.6403539043704,3.0,1190.3440867589245,,,3.0,1133.6727551334423
1040.0,,,,,3.0,1194.5054768367588,3.0,1191.6328369145774,,,3.0,1131.3819626669003
1041.0,,,,,3.0,1194.3705997691472,3.0,1192.92158707023,,,3.0,1129.0911702003582
1042.0,,,,,3.0,1194.2357227015355,3.0,1194.2103372258828,,,3.0,1126.8003777338163
1043.0,,,,,3.0,1194.1008456339239,3.0,1195.4990873815354,,,3.0,1124.5095852672741
1044.0,,,,,3.0,1193.9659685663123,3.0,1196.7878375371881,,,3.0,1122.2187928007322
1045.0,,,,,3.0,1193.8310914987007,3.0,1198.076587692841,,,3.0,1119.92800033419
1046.0,,,,,3.0,1193.696214431089,3.0,1199.3653378484937,,,3.0,1121.2144352068615
1047.0,,,,,3.0,1193.5613373634774,3.0,1200.6540880041464,,,3.0,1122.500870079533
1048.0,,,,,3.0,1193.4264602958658,3.0,1201.942838159799,,,3.0,1123.7873049522043
1049.0,,,,,3.0,1193.291583228254,3.0,1203.2315883154517,,,3.0,1125.0737398248755
1050.0,,,,,3.0,1193.1567061606424,3.0,1204.5203384711047,,,3.0,1126.3601746975469
1051.0,,,,,3.0,1193.0218290930309,3.0,1205.8090886267573,,,3.0,1127.6466095702183
1052.0,,,,,3.0,1192.886952025419,3.0,1207.09783878241,,,3.0,1128.9330444428897
1053.0,,,,,3.0,1192.7520749578075,3.0,1205.6721145349504,,,3.0,1130.219479315561
1054.0,,,,,3.0,1192.617197890196,3.0,1204.246390287491,,,3.0,1131.5059141882325
1055.0,,,,,3.0,1192.4823208225841,3.0,1202.8206660400315,,,3.0,1132.7923490609037
1056.0,,,,,3.0,1192.3474437549726,3.0,1201.394941792572,,,3.0,1134.078783933575
1057.0,,,,,3.0,1192.212566687361,3.0,1199.9692175451125,,,3.0,1135.3652188062465
1058.0,,,,,3.0,1192.0776896197492,3.0,1198.543493297653,,,3.0,1136.651653678918
1059.0,,,,,3.0,1191.9428125521376,3.0,1197.1177690501936,,,3.0,1137.9380885515893
1060.0,,,,,3.0,1191.807935484526,3.0,1195.692044802734,,,3.0,1139.2245234242607
1061.0,,,,,3.0,1191.6730584169145,3.0,1194.2663205552744,,,3.0,1140.510958296932
1062.0,,,,,3.0,1191.5381813493027,3.0,1192.840596307815,,,3.0,1141.7973931696033
1063.0,,,,,3.0,1191.4033042816911,3.0,1191.4148720603555,,,3.0,1143.0838280422747
1064.0,,,,,3.0,1191.2684272140796,3.0,1189.9891478128961,,,3.0,1144.3702629149461
1065.0,,,3.0,1228.1646793692,3.0,1191.1335501464678,3.0,1188.5634235654366,,,3.0,1145.6566977876175
1066.0,,,3.0,1143.96316025388,3.0,1190.9986730788562,3.0,1187.137699317977,,,3.0,1146.943132660289
1067.0,,,3.0,1227.42897620827,3.0,1190.8637960112446,3.0,1185.7119750705176,,,3.0,1148.2295675329601
1068.0,,,3.0,1143.20346653135,3.0,1190.7289189436328,3.0,1184.286250823058,,,3.0,1149.5160024056315
1069.0,,,3.0,1228.79320232557,3.0,1190.5940418760213,3.0,1182.8605265755984,,,3.0,1150.802437278303
1070.0,,,3.0,1137.24659523101,3.0,1190.4591648084097,3.0,1181.434802328139,,,3.0,1152.0888721509743
1071.0,,,3.0,1221.69364568814,3.0,1190.324287740798,3.0,1180.0090780806795,,,3.0,1153.3753070236457
1072.0,,,3.0,1132.41054843874,3.0,1190.1894106731863,3.0,1178.58335383322,,,3.0,1154.6617418963172
1073.0,,,3.0,1134.3850573489322,3.0,1190.0545336055748,3.0,1177.1576295857606,,,3.0,1155.9481767689883
1074.0,,,3.0,1136.3595662591244,3.0,1189.919656537963,3.0,1175.731905338301,,,3.0,1157.2346116416597
1075.0,,,3.0,1138.3340751693165,3.0,1189.7847794703514,3.0,1174.3061810908416,,,3.0,1158.5210465143311
1076.0,,,3.0,1140.3085840795086,3.0,1189.6499024027398,3.0,1172.880456843382,,,3.0,1159.8074813870026
1077.0,,,3.0,1142.283092989701,3.0,1189.5150253351283,3.0,1171.4547325959225,,,3.0,1161.093916259674
1078.0,,,3.0,1144.257601899893,3.0,1189.3801482675165,3.0,1170.029008348463,,,3.0,1162.3803511323454
1079.0,,,3.0,1146.232110810085,3.0,1189.245271199905,3.0,1168.6032841010035,,,3.0,1163.6667860050165
1080.0,,,3.0,1148.206619720277,3.0,1189.1103941322933,3.0,1167.1775598535442,,,3.0,1164.953220877688
1081.0,,,3.0,1150.1811286304694,3.0,1188.9755170646815,3.0,1165.7518356060846,,,3.0,1166.2396557503594
1082.0,,,3.0,1152.1556375406615,3.0,1188.84063999707,3.0,1164.326111358625,,,3.0,1167.5260906230308
1083.0,,,3.0,1154.1301464508535,3.0,1111.80660033228,3.0,1162.9003871111656,,,3.0,1168.8125254957022
1084.0,,,3.0,1156.1046553610458,3.0,1181.84270174825,3.0,1161.474662863706,,,3.0,1170.0989603683736
1085.0,,,3.0,1158.079164271238,3.0,1103.86052603564,3.0,1160.0489386162465,,,3.0,1171.3853952410448
1086.0,,,3.0,1160.05367318143,3.0,1191.53687978471,3.0,1158.623214368787,,,3.0,1172.6718301137162
1087.0,,,3.0,1162.0281820916223,3.0,1189.9347961475892,3.0,1157.1974901213275,,,3.0,1173.9582649863876
1088.0,,,3.0,1164.0026910018144,3.0,1188.3327125104684,3.0,1155.771765873868,,,3.0,1175.244699859059
1089.0,,,3.0,1165.9771999120064,3.0,1186.7306288733473,3.0,1154.3460416264086,,,3.0,1176.5311347317304
1090.0,,,3.0,1167.9517088221987,3.0,1185.1285452362265,3.0,1152.920317378949,,,3.0,1177.8175696044018
1091.0,,,3.0,1169.9262177323908,3.0,1183.5264615991057,3.0,1151.4945931314896,,,3.0,1179.104004477073
1092.0,,,3.0,1171.9007266425829,3.0,1181.9243779619849,3.0,1150.06886888403,,,3.0,1180.3904393497444
1093.0,,,3.0,1173.875235552775,3.0,1180.3222943248638,3.0,1152.1657508707342,,,3.0,1181.6768742224158
1094.0,,,3.0,1175.8497444629672,3.0,1178.720210687743,3.0,1154.2626328574386,,,3.0,1182.9633090950872
1095.0,,,3.0,1177.8242533731593,3.0,1177.1181270506222,3.0,1156.3595148441427,,,3.0,1184.2497439677586
1096.0,,,3.0,1179.7987622833514,3.0,1175.5160434135014,3.0,1158.4563968308469,,,3.0,1185.53617884043
1097.0,,,3.0,1181.7732711935437,3.0,1173.9139597763804,3.0,1160.553278817551,,,3.0,1186.8226137131014
1098.0,,,3.0,1183.7477801037357,3.0,1172.3118761392595,3.0,1162.6501608042554,,,3.0,1188.1090485857726
1099.0,,,3.0,1185.7222890139278,3.0,1170.7097925021387,3.0,1164.7470427909595,,,3.0,1189.395483458444
1100.0,,,3.0,1187.6967979241201,3.0,1169.107708865018,3.0,1166.8439247776637,,,3.0,1190.6819183311154
1101.0,,,3.0,1189.6713068343122,3.0,1167.5056252278969,3.0,1168.9408067643678,,,3.0,1191.9683532037868
1102.0,,,3.0,1191.6458157445043,3.0,1165.903541590776,3.0,1171.0376887510722,,,3.0,1193.2547880764582
1103.0,,,3.0,1193.6203246546966,3.0,1164.3014579536552,3.0,1173.1345707377764,,,3.0,1194.5412229491294
1104.0,,,3.0,1195.5948335648886,3.0,1162.6993743165344,3.0,1175.2314527244805,,,3.0,1195.8276578218008
1105.0,,,3.0,1197.5693424750807,3.0,1161.0972906794134,3.0,1177.3283347111847,,,3.0,1197.1140926944722
1106.0,,,3.0,1199.5438513852728,3.0,1159.4952070422926,3.0,1179.425216697889,,,3.0,1198.4005275671436
1107.0,,,3.0,1201.518360295465,3.0,1157.8931234051718,3.0,1181.5220986845932,,,3.0,1199.686962439815
1108.0,,,3.0,1203.4928692056571,3.0,1156.291039768051,3.0,1183.6189806712973,,,3.0,1200.9733973124864
1109.0,,,3.0,1205.4673781158492,3.0,1154.68895613093,3.0,1185.7158626580015,,,3.0,1202.2598321851578
1110.0,,,3.0,1207.4418870260415,3.0,1153.086872493809,3.0,1187.8127446447058,,,3.0,1203.546267057829
1111.0,,,3.0,1209.4163959362336,3.0,1151.4847888566883,3.0,1189.90962663141,,,3.0,1204.8327019305004
1112.0,,,3.0,1211.3909048464257,3.0,1149.8827052195675,3.0,1192.0065086181141,,,3.0,1206.1191368031718
1113.0,,,3.0,1213.365413756618,3.0,1148.2806215824467,3.0,1194.1033906048185,,,3.0,1207.4055716758432
1114.0,,,3.0,1215.33992266681,3.0,1146.6785379453256,3.0,1196.2002725915227,,,3.0,1208.6920065485147
1115.0,,,3.0,1213.4680194386451,3.0,1145.0764543082048,3.0,1198.2971545782268,,,3.0,1209.9784414211858
1116.0,,,3.0,1211.59611621048,3.0,1143.474370671084,3.0,1200.394036564931,,,3.0,1211.2648762938572
1117.0,,,3.0,1209.724212982315,3.0,1141.8722870339632,3.0,1202.4909185516353,,,3.0,1212.5513111665286
1118.0,,,3.0,1207.85230975415,3.0,1140.2702033968421,3.0,1204.5878005383395,,,3.0,1213.8377460392
1119.0,,,3.0,1205.980406525985,3.0,1138.6681197597213,3.0,1206.6846825250436,,,3.0,1138.74124257747
1120.0,,,3.0,1204.10850329782,3.0,1137.0660361226005,3.0,1208.7815645117478,,,3.0,1139.6045594361838
1121.0,,,3.0,1202.236600069655,3.0,1135.4639524854797,3.0,1210.8784464984521,,,3.0,1140.4678762948975
1122.0,,,3.0,1200.36469684149,3.0,1133.8618688483587,3.0,1212.9753284851563,,,3.0,1141.331193153611
1123.0,,,3.0,1198.492793613325,3.0,1132.2597852112378,3.0,1215.0722104718604,,,3.0,1142.1945100123246
1124.0,,,3.0,1196.62089038516,3.0,1130.657701574117,3.0,1217.1690924585646,,,3.0,1143.0578268710383
1125.0,,,3.0,1194.748987156995,3.0,1129.0556179369962,3.0,1219.265974445269,,,3.0,1143.921143729752
1126.0,,,3.0,1192.87708392883,3.0,1127.4535342998752,3.0,1221.3628564319731,,,3.0,1144.7844605884657
1127.0,,,3.0,1191.005180700665,3.0,1125.8514506627544,3.0,1223.4597384186773,,,3.0,1145.6477774471791
1128.0,,,3.0,1189.1332774725,3.0,1124.2493670256335,3.0,1225.5566204053816,,,3.0,1146.5110943058928
1129.0,,,3.0,1187.261374244335,3.0,1122.6472833885127,3.0,1227.6535023920858,,,3.0,1147.3744111646065
1130.0,,,3.0,1185.38947101617,3.0,1121.045199751392,3.0,1229.75038437879,,,3.0,1148.2377280233202
1131.0,,,3.0,1183.517567788005,3.0,1119.4431161142709,3.0,1229.8529356108268,,,3.0,1149.1010448820339
1132.0,,,3.0,1181.64566455984,3.0,1117.84103247715,3.0,1229.9554868428636,,,3.0,1149.9643617407476
1133.0,,,3.0,1179.773761331675,3.0,1118.6443748810339,3.0,1230.0580380749004,,,3.0,1150.827678599461
1134.0,,,3.0,1177.90185810351,3.0,1119.4477172849174,3.0,1230.1605893069373,,,3.0,1151.6909954581747
1135.0,,,3.0,1176.029954875345,3.0,1120.2510596888012,3.0,1230.2631405389739,,,3.0,1152.5543123168884
